Paris,1900,Aquatics,Water polo, Thomas COE,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo, John Henry DERBYSHIRE,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo, Peter KEMP,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo, William LISTER,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo, Arthur ROBERTSON,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo, Eric ROBINSON,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo, George WILKINSON,GBR,Men,water polo,M,Gold
Paris,1900,Aquatics,Water polo, Henri COHEN,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo, Jean DE BACKER,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo, Victor DE BEHR,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo, Fernand FEYAERTS,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo, Oscar GREGOIRE,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo, Albert MICHANT,BEL,Men,water polo,M,Silver
Paris,1900,Aquatics,Water polo, Victor SONNEMANS,BEL,Men,water polo,M,Silver
Paris,1900,Archery,Archery, Charles Frédéric PETIT,FRA,Men,"au chapelet, 33m",M,Bronze
Paris,1900,Archery,Archery, Hubert VAN INNIS,BEL,Men,"au chapelet, 33m",M,Gold
Paris,1900,Archery,Archery, Victor THIBAUD,FRA,Men,"au chapelet, 33m",M,Silver
Paris,1900,Archery,Archery, Emile MERCIER,FRA,Men,"au chapelet, 50m",M,Bronze
Paris,1900,Archery,Archery, Eugène MOUGIN,FRA,Men,"au chapelet, 50m",M,Gold
Paris,1900,Archery,Archery, Henri HELLE,FRA,Men,"au chapelet, 50m",M,Silver
Paris,1900,Archery,Archery, Charles Frédéric PETIT,FRA,Men,"au cordon doré, 33m",M,Bronze
Paris,1900,Archery,Archery, Hubert VAN INNIS,BEL,Men,"au cordon doré, 33m",M,Gold
Paris,1900,Archery,Archery, Victor THIBAUD,FRA,Men,"au cordon doré, 33m",M,Silver
Paris,1900,Archery,Archery, Emile FISSEUX,FRA,Men,"au cordon doré, 50m",M,Bronze
Paris,1900,Archery,Archery, Henri HEROUIN,FRA,Men,"au cordon doré, 50m",M,Gold
Paris,1900,Archery,Archery, Hubert VAN INNIS,BEL,Men,"au cordon doré, 50m",M,Silver
Paris,1900,Archery,Archery, Emmanuel FOULON,BEL,Men,sur la perche à la herse,M,Gold
Paris,1900,Archery,Archery, Jr. DRUART,BEL,Men,sur la perche à la herse,M,Silver
Paris,1900,Archery,Archery, Auguste SERRURIER,FRA,Men,sur la perche à la herse,M,Silver
Paris,1900,Archery,Archery, Louis GLINEUX,BEL,Men,sur la perche à la pyramide,M,Bronze
Paris,1900,Archery,Archery, Emile GRUMIAUX,FRA,Men,sur la perche à la pyramide,M,Gold
Paris,1900,Archery,Archery, Auguste SERRURIER,FRA,Men,sur la perche à la pyramide,M,Silver
Paris,1900,Athletics,Athletics, Stanley ROWLEY,AUS,Men,100m,M,Bronze
Paris,1900,Athletics,Athletics, Francis JARVIS,USA,Men,100m,M,Gold
Paris,1900,Athletics,Athletics, Walter B. John TEWKSBURY,USA,Men,100m,M,Silver
Paris,1900,Athletics,Athletics, Frederick MOLONEY,USA,Men,110m hurdles,M,Bronze
Paris,1900,Athletics,Athletics, Alvin KRAENZLEIN,USA,Men,110m hurdles,M,Gold
Paris,1900,Athletics,Athletics, John MCLEAN,USA,Men,110m hurdles,M,Silver
Paris,1900,Athletics,Athletics, John BRAY,USA,Men,1500m,M,Bronze
Paris,1900,Athletics,Athletics, Charles BENNETT,GBR,Men,1500m,M,Gold
Paris,1900,Athletics,Athletics, Henri DELOGE,FRA,Men,1500m,M,Silver
Paris,1900,Athletics,Athletics, Stanley ROWLEY,AUS,Men,200m,M,Bronze
Paris,1900,Athletics,Athletics, Walter B. John TEWKSBURY,USA,Men,200m,M,Gold
Paris,1900,Athletics,Athletics, Norman PRITCHARD,IND,Men,200m,M,Silver
Paris,1900,Athletics,Athletics, Walter B. John TEWKSBURY,USA,Men,200m hurdles,M,Bronze
Paris,1900,Athletics,Athletics, Alvin KRAENZLEIN,USA,Men,200m hurdles,M,Gold
Paris,1900,Athletics,Athletics, Norman PRITCHARD,IND,Men,200m hurdles,M,Silver
Paris,1900,Athletics,Athletics, Jacques CHASTANIE,FRA,Men,3000m steeplechase,M,Bronze
Paris,1900,Athletics,Athletics, George ORTON,CAN,Men,3000m steeplechase,M,Gold
Paris,1900,Athletics,Athletics, Sidney ROBINSON,GBR,Men,3000m steeplechase,M,Silver
Paris,1900,Athletics,Athletics, Sidney ROBINSON,GBR,Men,4000m steeplechase,M,Bronze
Paris,1900,Athletics,Athletics, John RIMMER,GBR,Men,4000m steeplechase,M,Gold
Paris,1900,Athletics,Athletics, Charles BENNETT,GBR,Men,4000m steeplechase,M,Silver
Paris,1900,Athletics,Athletics, Ernst SCHULTZ,DEN,Men,400m,M,Bronze
Paris,1900,Athletics,Athletics, Maxwell W.Maxey LONG,USA,Men,400m,M,Gold
Paris,1900,Athletics,Athletics, William HOLLAND,USA,Men,400m,M,Silver
